Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,description,cell_type,direction
MSigDB_Hallmark_2020,TNF-alpha Signaling via NF-kB,3/200,7.91555905106562e-05,0.0009498670861278744,0,0,50.23857868020305,474.45791686900793,KLF6;ZFP36;CD83,Bcells_Up_Elderly,Bcells,Up in Elderly
MSigDB_Hallmark_2020,IL-2/STAT5 Signaling,2/199,0.0033868209242454,0.0136809273566292,0,0,28.70775924583031,163.28581822148593,KLF6;CD83,Bcells_Up_Elderly,Bcells,Up in Elderly
MSigDB_Hallmark_2020,Hypoxia,2/200,0.0034202318391573,0.0136809273566292,0,0,28.561327561327563,162.17255858986445,KLF6;ZFP36,Bcells_Up_Elderly,Bcells,Up in Elderly
MSigDB_Hallmark_2020,Apical Surface,1/44,0.0196303932897657,0.0588911798692971,0,0,57.98837209302326,227.93351613623008,HSPB1,Bcells_Up_Elderly,Bcells,Up in Elderly
MSigDB_Hallmark_2020,UV Response Up,1/158,0.0689072444303956,0.0864990660572792,0,0,15.79140127388535,42.24190306488084,DNAJB1,Bcells_Up_Elderly,Bcells,Up in Elderly
MSigDB_Hallmark_2020,Apoptosis,1/161,0.0701737155440851,0.0864990660572792,0,0,15.49296875,41.16143214330553,HSPB1,Bcells_Up_Elderly,Bcells,Up in Elderly
MSigDB_Hallmark_2020,Xenobiotic Metabolism,1/200,0.0864990660572792,0.0864990660572792,0,0,12.4321608040201,30.429226090981548,SERTAD1,Bcells_Up_Elderly,Bcells,Up in Elderly
MSigDB_Hallmark_2020,G2-M Checkpoint,1/200,0.0864990660572792,0.0864990660572792,0,0,12.4321608040201,30.429226090981548,CKS2,Bcells_Up_Elderly,Bcells,Up in Elderly
MSigDB_Hallmark_2020,E2F Targets,1/200,0.0864990660572792,0.0864990660572792,0,0,12.4321608040201,30.429226090981548,CKS2,Bcells_Up_Elderly,Bcells,Up in Elderly
MSigDB_Hallmark_2020,Myc Targets V1,1/200,0.0864990660572792,0.0864990660572792,0,0,12.4321608040201,30.429226090981548,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
MSigDB_Hallmark_2020,Estrogen Response Late,1/200,0.0864990660572792,0.0864990660572792,0,0,12.4321608040201,30.429226090981548,ZFP36,Bcells_Up_Elderly,Bcells,Up in Elderly
MSigDB_Hallmark_2020,Inflammatory Response,1/200,0.0864990660572792,0.0864990660572792,0,0,12.4321608040201,30.429226090981548,KLF6,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Protein processing in endoplasmic reticulum,2/171,0.0025151300687134,0.0553328615116952,0,0,33.51141166525782,200.5802341783647,DNAJB1;HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Pathways in cancer,2/531,0.0223822893186626,0.1037109631590971,0,0,10.511477180664324,39.93820290592871,HSP90AB1;CKS2,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,VEGF signaling pathway,1/59,0.0262438698013582,0.1037109631590971,0,0,42.95905172413793,156.38481754531216,HSPB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Antigen processing and presentation,1/78,0.0345639995215364,0.1037109631590971,0,0,32.327922077922075,108.78160264941484,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Small cell lung cancer,1/92,0.040654126315732,0.1037109631590971,0,0,27.33516483516484,87.54510068843584,CKS2,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,IL-17 signaling pathway,1/94,0.0415213510214556,0.1037109631590971,0,0,26.74462365591398,85.08929057374515,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Prostate cancer,1/97,0.0428208815706443,0.1037109631590971,0,0,25.904947916666668,81.61948121913939,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Progesterone-mediated oocyte maturation,1/100,0.0441188457824273,0.1037109631590971,0,0,25.116161616161616,78.3842312444799,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Amoebiasis,1/102,0.0449832858833605,0.1037109631590971,0,0,24.61633663366337,76.34668884813594,HSPB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Th17 cell differentiation,1/107,0.0471413468904986,0.1037109631590971,0,0,23.44929245283019,71.62832151155955,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Estrogen signaling pathway,1/137,0.0599989295864788,0.1115594191569184,0,0,18.249080882352946,51.34248529605202,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Fluid shear stress and atherosclerosis,1/139,0.06085059226741,0.1115594191569184,0,0,17.982789855072465,50.33983013534839,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Necroptosis,1/159,0.0693295717296231,0.1149331900177606,0,0,15.690664556962023,41.8765595579694,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Influenza A,1/172,0.0748043528694297,0.1149331900177606,0,0,14.488304093567251,37.56642236013193,DNAJB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,NOD-like receptor signaling pathway,1/181,0.0785777973195466,0.1149331900177606,0,0,13.75763888888889,34.99483960682748,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,1/193,0.0835877745583714,0.1149331900177606,0,0,12.889973958333334,31.99108507754765,ZFP36,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Lipid and atherosclerosis,1/215,0.0927098812894457,0.1153285790423227,0,0,11.55198598130841,27.47385973581553,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Human T-cell leukemia virus 1 infection,1/219,0.0943597464891731,0.1153285790423227,0,0,11.337729357798166,26.764305493233454,ZFP36,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Chemical carcinogenesis,1/239,0.1025691374209863,0.1173138707632798,0,0,10.374474789915968,23.6249427692748,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,Salmonella infection,1/249,0.1066489734211634,0.1173138707632798,0,0,9.951108870967742,22.27269586374381,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,MAPK signaling pathway,1/294,0.1248049527703968,0.1307480457594633,0,0,8.40358361774744,17.487883880440325,HSPB1,Bcells_Up_Elderly,Bcells,Up in Elderly
KEGG_2021_Human,PI3K-Akt signaling pathway,1/354,0.1485024632233924,0.1485024632233924,0,0,6.953966005665722,13.262282230435094,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Attenuation Phase,2/27,6.281272926601724e-05,0.0036561530287774,0,0,228.18285714285716,2207.749647985094,DNAJB1;HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,HSF1 Activation,2/30,7.779048997398821e-05,0.0036561530287774,0,0,203.70408163265307,1927.3444106230904,DNAJB1;HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,HSF1-dependent Transactivation,2/37,0.00011890590002824751,0.003725718200885,0,0,162.9061224489796,1472.2116476467231,DNAJB1;HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,HSP90 Chaperone Cycle for Steroid Hormone Receptors (SHR) in the Presence of Ligand,2/56,0.000273732488705426,0.0064327134845775,0,0,105.48677248677248,865.3458905238808,DNAJB1;HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Cellular Response to Heat Stress,2/101,0.0008882530928951148,0.0166991581464281,0,0,57.40836940836941,403.3657760645184,DNAJB1;HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Regulation of Actin Dynamics for Phagocytic Cup Formation,2/143,0.0017683998136943,0.0277049304145444,0,0,40.22289766970618,254.9198622028219,HSP90AB1;IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Potential Therapeutics for SARS,2/164,0.0023166323263773,0.0281713397751036,0,0,34.97178130511464,212.19620469407437,HSP90AB1;IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Fcgamma Receptor (FCGR) Dependent Phagocytosis,2/168,0.0024291009620606,0.0281713397751036,0,0,34.12220309810671,205.4236494486386,HSP90AB1;IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Uptake and Function of Diphtheria Toxin,1/6,0.0026972559359141,0.0281713397751036,0,0,499.65,2955.689739283532,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Aryl Hydrocarbon Receptor Signalling,1/7,0.0031461719727636,0.0295740165439781,0,0,416.3541666666667,2398.8531813702,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Respiratory Syncytial Virus Genome Replication,1/9,0.0040434660343014,0.0341318665245545,0,0,312.234375,1720.6153032705638,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Assembly and Release of Respiratory Syncytial Virus (RSV) Virions,1/11,0.004940042922945,0.0341318665245545,0,0,249.7625,1326.3340991921912,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Leishmania Infection,2/245,0.0050834694823804,0.0341318665245545,0,0,23.21928277483833,122.63870874518588,HSP90AB1;IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Parasitic Infection Pathways,2/245,0.0050834694823804,0.0341318665245545,0,0,23.21928277483833,122.63870874518588,HSP90AB1;IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Sema3A PAK Dependent Axon Repulsion,1/16,0.007178349711373,0.0421643854558879,0,0,166.46666666666667,821.7936241053455,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,"Tristetraprolin (TTP, ZFP36) Binds and Destabilizes mRNA",1/17,0.0076254739654265,0.0421643854558879,0,0,156.0546875,760.9633551596094,ZFP36,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,The NLRP3 Inflammasome,1/17,0.0076254739654265,0.0421643854558879,0,0,156.0546875,760.9633551596094,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Chaperone Mediated Autophagy,1/22,0.0098584127261176,0.0509799816620879,0,0,118.86904761904762,549.107257058779,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,RHOBTB2 GTPase Cycle,1/23,0.0103044643785071,0.0509799816620879,0,0,113.46022727272728,519.1007405544717,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Inflammasomes,1/25,0.0111960320481715,0.0516439671917859,0,0,103.99479166666669,467.1649710127919,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Cell Recruitment (Pro-Inflammatory Response),1/27,0.0120868859385031,0.0516439671917859,0,0,95.98557692307692,423.8371981703313,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Purinergic Signaling in Leishmaniasis Infection,1/27,0.0120868859385031,0.0516439671917859,0,0,95.98557692307692,423.8371981703313,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,"Respiratory Syncytial Virus (RSV) Genome Replication, Transcription and Translation",1/30,0.0134218294793273,0.0548544335242073,0,0,86.04310344827586,370.92087702683546,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,RHOBTB GTPase Cycle,1/35,0.0156431732908392,0.0612690953891202,0,0,73.37132352941177,305.0574683216414,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Uptake and Actions of Bacterial Toxins,1/44,0.0196303932897657,0.0717185621676971,0,0,57.98837209302326,227.93351613623008,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,SARS-CoV Infections,2/498,0.0198370491102141,0.0717185621676971,0,0,11.22983870967742,44.02325775930002,HSP90AB1;IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,"Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways",1/61,0.0271226638795165,0.0936049976619707,0,0,41.52291666666667,149.7891714493676,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Semaphorin Interactions,1/64,0.0284395333057657,0.0936049976619707,0,0,39.53968253968254,140.7602846691535,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,The Role of GTSE1 in G2 M Progression After G2 Checkpoint,1/65,0.0288781375765654,0.0936049976619707,0,0,38.919921875,137.95829719612885,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,CD22 Mediated BCR Regulation,1/70,0.0310685201703406,0.0973480298670672,0,0,36.09057971014493,125.29061959707016,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Regulation of mRNA Stability by Proteins That Bind AU-rich Elements,1/76,0.0336911821161097,0.0996115152746653,0,0,33.193333333333335,112.54263179248726,ZFP36,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,MAPK6 MAPK4 Signaling,1/80,0.0354361161229414,0.0996115152746653,0,0,31.50632911392405,105.23188749884586,DNAJB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Regulation of HSF1-mediated Heat Shock Response,1/83,0.0367429780930849,0.0996115152746653,0,0,30.349085365853657,100.2675553909237,DNAJB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,DDX58 IFIH1-mediated Induction of Interferon-Alpha Beta,1/86,0.038048266007532,0.0996115152746653,0,0,29.273529411764702,95.69223347722578,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Classical Antibody-Mediated Complement Activation,1/88,0.0389175842996517,0.0996115152746653,0,0,28.597701149425287,92.83697725010308,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Scavenging of Heme From Plasma,1/92,0.040654126315732,0.0996115152746653,0,0,27.33516483516484,87.54510068843584,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,FCGR Activation,1/94,0.0415213510214556,0.0996115152746653,0,0,26.74462365591398,85.08929057374515,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Role of LAT2 NTAL LAB on Calcium Mobilization,1/95,0.0419547020061368,0.0996115152746653,0,0,26.45877659574468,83.90514010213967,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Antigen Activates B Cell Receptor (BCR) Leading to Generation of Second Messengers,1/95,0.0419547020061368,0.0996115152746653,0,0,26.45877659574468,83.90514010213967,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Creation of C4 and C2 Activators,1/96,0.0423878788402831,0.0996115152746653,0,0,26.178947368421053,82.74884713910977,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Initial Triggering of Complement,1/104,0.0458470310594364,0.0998538982919596,0,0,24.135922330097088,74.39764914161661,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Phase I - Functionalization of Compounds,1/105,0.0462786431974811,0.0998538982919596,0,0,23.90264423076923,73.4546111134009,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Cellular Responses to Stress,2/787,0.0463302433300273,0.0998538982919596,0,0,6.990354868061875,21.474092829569145,DNAJB1;HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Role of Phospholipids in Phagocytosis,1/107,0.0471413468904986,0.0998538982919596,0,0,23.44929245283019,71.62832151155955,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,FCERI Mediated Ca+2 Mobilization,1/110,0.0484341018809417,0.0998538982919596,0,0,22.80045871559633,69.02955452716058,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,FCERI Mediated MAPK Activation,1/111,0.0488646736322355,0.0998538982919596,0,0,22.592045454545456,68.19862035965049,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Estrogen-dependent Gene Expression,1/121,0.0531608761491816,0.101377152839454,0,0,20.698958333333334,60.73969737237706,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,FCGR3A-mediated IL10 Synthesis,1/121,0.0531608761491816,0.101377152839454,0,0,20.698958333333334,60.73969737237706,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Binding and Uptake of Ligands by Scavenger Receptors,1/122,0.0535895462308214,0.101377152839454,0,0,20.526859504132236,60.06982757695836,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Regulation of Complement Cascade,1/128,0.0561579460238263,0.101377152839454,0,0,19.551181102362204,56.29932876667052,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Cellular Responses to Stimuli,2/887,0.0574952990051234,0.101377152839454,0,0,6.168200161420501,17.61670096844602,DNAJB1;HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Respiratory Syncytial Virus Infection Pathway,1/133,0.0582935444675747,0.101377152839454,0,0,18.80587121212121,53.45124925484205,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,SARS-CoV-2 Activates Modulates Innate and Adaptive Immune Responses,1/138,0.060424846701229,0.101377152839454,0,0,18.114963503649637,50.837016399857454,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Complement Cascade,1/139,0.06085059226741,0.101377152839454,0,0,17.982789855072465,50.33983013534839,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Leishmania Phagocytosis,1/142,0.0621268002801028,0.101377152839454,0,0,17.597517730496453,48.8960723937713,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,FCGR3A-mediated Phagocytosis,1/142,0.0621268002801028,0.101377152839454,0,0,17.597517730496453,48.8960723937713,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Parasite Infection,1/142,0.0621268002801028,0.101377152839454,0,0,17.597517730496453,48.8960723937713,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Bacterial Infection Pathways,1/143,0.0625518602626418,0.101377152839454,0,0,17.472711267605632,48.430149988919815,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,FCERI Mediated NF-kB Activation,1/147,0.064250388357464,0.1023650255186714,0,0,16.99058219178082,46.63859610518164,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Autophagy,1/158,0.0689072444303956,0.1051125764932995,0,0,15.79140127388535,42.24190306488084,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Leishmania Parasite Growth and Survival,1/159,0.0693295717296231,0.1051125764932995,0,0,15.690664556962023,41.8765595579694,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Anti-inflammatory Response Favouring Leishmania Parasite Infection,1/159,0.0693295717296231,0.1051125764932995,0,0,15.690664556962023,41.8765595579694,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Signaling by the B Cell Receptor (BCR),1/162,0.0705955321803591,0.1053330162691072,0,0,15.395962732919257,40.81143972793984,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Viral Infection Pathways,2/1029,0.0748517735807022,0.1099385424466563,0,0,5.2758380859646685,13.676267396017105,HSP90AB1;IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,G2 M Transition,1/184,0.0798325686269399,0.1148911280043743,0,0,13.530054644808745,34.20159319434997,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Mitotic G2-G2 M Phases,1/186,0.080668238811582,0.1148911280043743,0,0,13.382432432432433,33.68907394414253,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,ESR-mediated Signaling,1/192,0.0831712032407706,0.1166879567855587,0,0,12.958115183246074,32.224941948972926,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Fc Epsilon Receptor (FCERI) Signaling,1/197,0.0852523778923469,0.1178488753217736,0,0,12.62436224489796,31.082938042400848,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Innate Immune System,2/1149,0.0907425539593498,0.1236202909011432,0,0,4.693984306887533,11.264289606049129,HSP90AB1;IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,SARS-CoV-2-host Interactions,1/218,0.093947530406426,0.1253423995243761,0,0,11.390552995391705,26.93887242895627,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Biological Oxidations,1/222,0.0955953947216404,0.1253423995243761,0,0,11.18212669683258,26.25150316945336,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,1/223,0.0960069443165433,0.1253423995243761,0,0,11.131193693693694,26.08411303037033,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Cell Surface Interactions at the Vascular Wall,1/233,0.1001132939513702,0.1289130086497096,0,0,10.646012931034482,24.501296213308127,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Infectious Disease,2/1311,0.113732529482485,0.1443376366083603,0,0,4.077703808796246,8.86454404182735,HSP90AB1;IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Signaling by Nuclear Receptors,1/270,0.1151630079322024,0.1443376366083603,0,0,9.16449814126394,19.80820762956278,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,SARS-CoV-2 Infection,1/313,0.1323718054792203,0.1620809588377631,0,0,7.884214743589744,15.942990792910198,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,MAPK Family Signaling Cascades,1/314,0.1327684450054017,0.1620809588377631,0,0,7.858626198083067,15.867734738719498,DNAJB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,RHO GTPase Cycle,1/450,0.1852335992083297,0.2232302349433716,0,0,5.440423162583519,9.17330179327673,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Neutrophil Degranulation,1/478,0.1956781036217164,0.2328321739296372,0,0,5.113731656184487,8.341950156514997,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,"Cell Cycle, Mitotic",1/516,0.2096623855247489,0.2463533029915799,0,0,4.727184466019417,7.385075745797196,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Axon Guidance,1/541,0.218744294920497,0.2538514039818114,0,0,4.5025462962962965,6.843203248112766,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Nervous System Development,1/567,0.2280909603306568,0.2614701252570943,0,0,4.289973498233215,6.340627079597475,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Disease,2/2131,0.2478498034206819,0.2806973677294471,0,0,2.3971012547809165,3.3437940808962043,HSP90AB1;IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Immune System,2/2150,0.2511649214003869,0.2810655072813854,0,0,2.373370577281192,3.27915677377002,HSP90AB1;IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Cell Cycle,1/649,0.2569213227322333,0.2841247569038815,0,0,3.731288580246914,5.070766622344779,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Signaling by Rho GTPases,1/672,0.264834056768753,0.2894697829797997,0,0,3.599105812220566,4.781958595803716,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",1/688,0.2702943038427523,0.2920421213933186,0,0,3.512372634643377,4.59504007164084,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Hemostasis,1/707,0.27673150472482,0.2955995618651486,0,0,3.414483002832861,4.386612058563071,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Vesicle-mediated Transport,1/752,0.2917765917387188,0.3078520922444306,0,0,3.202396804260985,3.944606276345724,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Metabolism of RNA,1/761,0.2947520032127527,0.3078520922444306,0,0,3.162993421052632,3.863979006603559,ZFP36,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Adaptive Immune System,1/854,0.3248535640042006,0.3355630221581853,0,0,2.8045134818288395,3.153341029535303,IGKV3-20,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Signal Transduction,2/2613,0.3327464445648414,0.3399800629249467,0,0,1.9018438474585544,2.092740485597408,DNAJB1;HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Developmental Biology,1/1385,0.4758691318321726,0.4809860042174648,0,0,1.6805455202312138,1.2479939348239004,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
Reactome_Pathways_2024,Metabolism,1/2181,0.6463405884644845,0.6463405884644845,0,0,1.0212729357798165,0.4457128068492375,HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
GO_Biological_Process_2023,Response To Unfolded Protein (GO:0006986),3/44,8.267509091485156e-07,0.00017279094001203976,0,0,243.2926829268293,3407.4995071843878,DNAJB1;HSP90AB1;HSPB1,Bcells_Up_Elderly,Bcells,Up in Elderly
GO_Biological_Process_2023,Cellular Response To Heat (GO:0034605),2/40,0.0001391618496477865,0.0145424132881936,0,0,150.02255639097746,1332.181235322806,DNAJB1;HSP90AB1,Bcells_Up_Elderly,Bcells,Up in Elderly
GO_Biological_Process_2023,Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029),2/53,0.0002451086696044955,0.0170759039824465,0,0,111.70868347338936,928.7246464608792,HSP90AB1;SERTAD1,Bcells_Up_Elderly,Bcells,Up in Elderly
