Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,description,cell_type,direction
WikiPathway_2023_Human,Oxidative Stress Response WP408,1/33,0.03410077958834,0.1118557343738242,0,0,31.1671875,105.2963181340018,GPX3,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Fatty Acids And Lipoproteins Transport In Hepatocytes WP5323,1/35,0.0361314966365463,0.1118557343738242,0,0,29.330882352941178,97.3958437550943,FABP4,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Type II Interferon Signaling WP619,1/37,0.0381581473785356,0.1118557343738242,0,0,27.698611111111116,90.46410657809346,ISG15,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,One Carbon Metabolism And Related Pathways WP3940,1/53,0.0542258902012346,0.1118557343738242,0,0,19.160576923076924,55.84535629343883,GPX3,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Novel Intracellular Components Of RIG I Like Receptor Pathway WP3865,1/60,0.061174851663758,0.1118557343738242,0,0,16.88135593220339,47.16683081464229,ISG15,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,10Q22Q23 Copy Number Variation WP5402,1/62,0.0631513208998141,0.1118557343738242,0,0,16.32622950819672,45.09666238257707,ADIRF,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Physico Chemical Features And Toxicity Associated Pathways WP3680,1/66,0.0670923774293873,0.1118557343738242,0,0,15.318461538461538,41.38565533533388,TMSB4X,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,PPAR Signaling Pathway WP3942,1/67,0.0680751716652813,0.1118557343738242,0,0,15.08560606060606,40.537176483196006,FABP4,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Folate Metabolism WP176,1/68,0.0690569798213239,0.1118557343738242,0,0,14.859701492537312,39.71735668720526,GPX3,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Trans Sulfuration One Carbon Metabolism And Related Pathways WP2525,1/68,0.0690569798213239,0.1118557343738242,0,0,14.859701492537312,39.71735668720526,GPX3,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Cytosolic DNA Sensing Pathway WP4655,1/74,0.0749271736072752,0.1118557343738242,0,0,13.634246575342466,35.329586768183,ISG15,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218,1/74,0.0749271736072752,0.1118557343738242,0,0,13.634246575342466,35.329586768183,ISG15,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Non Genomic Actions Of 1 25 Dihydroxyvitamin D3 WP4341,1/75,0.0759021054679521,0.1118557343738242,0,0,13.449324324324325,34.67653889700834,ISG15,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Selenium Micronutrient Network WP15,1/86,0.0865619739356447,0.1199430127356299,0,0,11.702352941176471,28.634424919991112,GPX3,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,P53 Transcriptional Gene Network WP4963,1/91,0.0913685596546413,0.1199430127356299,0,0,11.049444444444443,26.43970563474231,ISG15,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,1P36 Copy Number Variation Syndrome WP5345,1/94,0.0942409385779949,0.1199430127356299,0,0,10.691397849462366,25.252018992111125,ISG15,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,NRF2 Pathway WP2884,1/141,0.1381280066699889,0.1638532467834306,0,0,7.085357142857143,14.025991892606738,GPX3,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Mesodermal Commitment Pathway WP2857,1/145,0.1417680609696706,0.1638532467834306,0,0,6.887152777777778,13.45448636158446,RPL38,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Regulation Of Actin Cytoskeleton WP51,1/150,0.1462975417709202,0.1638532467834306,0,0,6.654362416107382,12.790435001206433,TMSB4X,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Metapathway Biotransformation Phase I And II WP702,1/184,0.176499631609531,0.1900765263487256,0,0,5.408743169398907,9.381121517011124,GPX3,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Nuclear Receptors Meta Pathway WP2882,1/314,0.2828587553638559,0.2933350055625172,0,0,3.1415335463258787,3.967152449213931,GPX3,PVL_Down_Elderly,PVL,Down in Elderly
WikiPathway_2023_Human,Pleural Mesothelioma WP5087,1/437,0.3713439494515985,0.3713439494515985,0,0,2.2411697247706424,2.2201622512045223,FABP4,PVL_Down_Elderly,PVL,Down in Elderly
MSigDB_Hallmark_2020,IL-2/STAT5 Signaling,1/199,0.0582413643818702,0.0585267307609904,0,0,19.9959595959596,56.85170145670892,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
MSigDB_Hallmark_2020,TNF-alpha Signaling via NF-kB,1/200,0.0585267307609904,0.0585267307609904,0,0,19.894472361809044,56.46591775214154,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
KEGG_2021_Human,Cell adhesion molecules,1/148,0.0435917858398318,0.0435917858398318,0,0,27.002721088435376,84.59646156406902,TIGIT,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,FASTK Family Proteins Regulate Processing and Stability of Mitochondrial RNAs,2/19,1.279581705312247e-05,0.0007065755859877342,0,0,587.5588235294117,6619.668165943376,MT-ND4L;MT-ATP8,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Mitochondrial RNA Degradation,2/25,2.2430970983737597e-05,0.0007065755859877342,0,0,434.1521739130435,4647.628509727224,MT-ND4L;MT-ATP8,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,rRNA Processing in the Mitochondrion,2/38,5.247257561723954e-05,0.0010116487143841,0,0,277.19444444444446,2731.8122034074886,MT-ND4L;MT-ATP8,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,tRNA Processing in the Mitochondrion,2/42,6.423166440534455e-05,0.0010116487143841,0,0,249.425,2407.7030802596514,MT-ND4L;MT-ATP8,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,tRNA Processing,2/146,0.0007787727931196428,0.0098125371933075,0,0,68.92361111111111,493.3408184230334,MT-ND4L;MT-ATP8,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,rRNA Processing,2/237,0.0020326463600539,0.0213427867805659,0,0,42.04042553191489,260.58407608177,MT-ND4L;MT-ATP8,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Formation of ATP by Chemiosmotic Coupling,1/20,0.0059856908667451,0.0538712178007065,0,0,210.26315789473685,1076.2074808846232,MT-ATP8,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Cristae Formation,1/33,0.0098603777426936,0.075779641431214,0,0,124.7625,576.3067827453115,MT-ATP8,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Metabolism of RNA,2/761,0.0195859512410961,0.075779641431214,0,0,12.671277997364951,49.83541084635028,MT-ND4L;MT-ATP8,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,CD22 Mediated BCR Regulation,1/70,0.0208195304784689,0.075779641431214,0,0,57.7536231884058,223.6141610659621,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Classical Antibody-Mediated Complement Activation,1/88,0.0261143529165796,0.075779641431214,0,0,45.7632183908046,166.81929605604782,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Scavenging of Heme From Plasma,1/92,0.0272877343434333,0.075779641431214,0,0,43.74285714285714,157.5319374528161,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,FCGR Activation,1/94,0.0278739831564667,0.075779641431214,0,0,42.79784946236559,153.2189343652742,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Role of LAT2 NTAL LAB on Calcium Mobilization,1/95,0.0281669971363705,0.075779641431214,0,0,42.340425531914896,151.13856507234965,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Antigen Activates B Cell Receptor (BCR) Leading to Generation of Second Messengers,1/95,0.0281669971363705,0.075779641431214,0,0,42.340425531914896,151.13856507234965,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Antimicrobial Peptides,1/95,0.0281669971363705,0.075779641431214,0,0,42.340425531914896,151.13856507234965,GNLY,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Creation of C4 and C2 Activators,1/96,0.0284599375217657,0.075779641431214,0,0,41.892631578947366,149.10667912928483,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Mitochondrial Biogenesis,1/97,0.0287528043275101,0.075779641431214,0,0,41.454166666666666,147.12166553326742,MT-ATP8,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Epigenetic Regulation of Adipogenesis Genes by MLL3 and MLL4 Complexes,1/103,0.0305084607559681,0.075779641431214,0,0,39.003921568627455,136.11398334704754,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Epigenetic Regulation of Gene Expression by MLL3 and MLL4 Complexes,1/103,0.0305084607559681,0.075779641431214,0,0,39.003921568627455,136.11398334704754,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,MLL4 and MLL3 Complexes Regulate Expression of PPARG Targets in Adipogenesis and Hepatic Steatosis,1/103,0.0305084607559681,0.075779641431214,0,0,39.003921568627455,136.11398334704754,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Initial Triggering of Complement,1/104,0.0308008128994232,0.075779641431214,0,0,38.623300970873785,134.41736035500898,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Role of Phospholipids in Phagocytosis,1/107,0.0316774286006728,0.075779641431214,0,0,37.52452830188679,129.54033352045758,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,FCERI Mediated Ca+2 Mobilization,1/110,0.0325533835200698,0.075779641431214,0,0,36.48623853211009,124.96076851480254,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,FCERI Mediated MAPK Activation,1/111,0.0328452217191507,0.075779641431214,0,0,36.15272727272728,123.49587265377752,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,FCGR3A-mediated IL10 Synthesis,1/121,0.0357595712725531,0.075779641431214,0,0,33.123333333333335,110.33174708897651,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Binding and Uptake of Ligands by Scavenger Receptors,1/122,0.0360506033077537,0.075779641431214,0,0,32.84793388429752,109.1481553361134,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Regulation of Complement Cascade,1/128,0.0377952588177754,0.075779641431214,0,0,31.286614173228347,102.48154523157724,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Epigenetic Regulation by WDR5-containing Histone Modifying Complexes,1/135,0.0398273638642695,0.075779641431214,0,0,29.64179104477612,95.54145257243076,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Complement Cascade,1/139,0.0409869602255531,0.075779641431214,0,0,28.776811594202897,91.92756222432686,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Leishmania Phagocytosis,1/142,0.0418558914624202,0.075779641431214,0,0,28.160283687943263,89.36729998028277,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,FCGR3A-mediated Phagocytosis,1/142,0.0418558914624202,0.075779641431214,0,0,28.160283687943263,89.36729998028277,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Parasite Infection,1/142,0.0418558914624202,0.075779641431214,0,0,28.160283687943263,89.36729998028277,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Regulation of Actin Dynamics for Phagocytic Cup Formation,1/143,0.0421453893730866,0.075779641431214,0,0,27.96056338028169,88.54075844457198,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Innate Immune System,2/1149,0.042373844358319,0.075779641431214,0,0,8.215780296425457,25.971921732112,GNLY;IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,FCERI Mediated NF-kB Activation,1/147,0.043302652246408,0.075779641431214,0,0,27.18904109589041,85.36111995776825,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Leishmania Parasite Growth and Survival,1/159,0.0467674525809784,0.0758446017495724,0,0,25.10886075949367,76.89758784588065,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Anti-inflammatory Response Favouring Leishmania Parasite Infection,1/159,0.0467674525809784,0.0758446017495724,0,0,25.10886075949367,76.89758784588065,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Signaling by the B Cell Receptor (BCR),1/162,0.0476320168708628,0.0758446017495724,0,0,24.637267080745342,75.00200327976852,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Potential Therapeutics for SARS,1/164,0.0482080299665333,0.0758446017495724,0,0,24.332515337423317,73.78177507316862,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Fcgamma Receptor (FCGR) Dependent Phagocytosis,1/168,0.0493591852655947,0.0758446017495724,0,0,23.74491017964072,71.43968248690369,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,G2 M Transition,1/184,0.0539522115377956,0.0798855197971624,0,0,21.65136612021858,63.21455390008144,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Mitotic G2-G2 M Phases,1/186,0.0545250373218727,0.0798855197971624,0,0,21.41513513513513,62.29866859365849,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Fc Epsilon Receptor (FCERI) Signaling,1/197,0.0576704153745894,0.082573549286344,0,0,20.20204081632653,57.63664404050928,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,1/223,0.0650702983365537,0.0910984176711751,0,0,17.81261261261261,48.66917131371123,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Cell Surface Interactions at the Vascular Wall,1/233,0.0679034825055749,0.0929982477793743,0,0,17.036206896551725,45.82173979832103,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Leishmania Infection,1/245,0.0712938560370477,0.0935731860486251,0,0,16.188524590163933,42.753005111309605,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Parasitic Infection Pathways,1/245,0.0712938560370477,0.0935731860486251,0,0,16.188524590163933,42.753005111309605,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Aerobic Respiration and Respiratory Electron Transport,1/260,0.0755173657676879,0.0970937559870273,0,0,15.23938223938224,39.36930790024002,MT-ATP8,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Epigenetic Regulation of Gene Expression,1/291,0.0841952478558992,0.1060709653088413,0,0,13.58896551724138,33.62748233766696,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Organelle Biogenesis and Maintenance,1/297,0.0858669719166811,0.1060709653088413,0,0,13.30945945945946,32.67413760292951,MT-ATP8,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Immune System,2/2150,0.1293005563033848,0.1566525970598701,0,0,4.154096834264432,8.497685665231877,GNLY;IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,SARS-CoV Infections,1/498,0.1404190128098487,0.1669131661701976,0,0,7.845875251509054,15.402428970514167,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,"Cell Cycle, Mitotic",1/516,0.1451689112793986,0.169363729825965,0,0,7.564660194174757,14.598714767056496,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Cell Cycle,1/649,0.1795921907987096,0.2057146912785219,0,0,5.970987654320988,10.252583500911484,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Hemostasis,1/707,0.1942377967269679,0.2185175213178389,0,0,5.464022662889518,8.953741569144192,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Vesicle-mediated Transport,1/752,0.2054500878361797,0.227076412871567,0,0,5.124633821571238,8.110000303663915,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Adaptive Immune System,1/854,0.2303840394642489,0.2502447325215117,0,0,4.487924970691677,6.588308080628032,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Viral Infection Pathways,1/1029,0.2716435443203706,0.2900600557997177,0,0,3.6898832684824905,4.808894134801818,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Infectious Disease,1/1311,0.3342458477240396,0.3509581401102415,0,0,2.8525190839694656,3.1260142942928897,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Gene Expression (Transcription),1/1615,0.3966440464781625,0.4096487693135121,0,0,2.2775712515489466,2.1061065976175124,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Disease,1/2131,0.4913920068362361,0.4993176843658528,0,0,1.677370892018779,1.191793967398674,IGHV3-23,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
Reactome_Pathways_2024,Metabolism,1/2181,0.4998726032764446,0.4998726032764446,0,0,1.6343119266055046,1.133235169110065,MT-ATP8,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Negative Regulation Of Interleukin-12 Production (GO:0032695),1/13,0.0038940964853966,0.0316801051986689,0,0,333.03333333333336,1847.7667100463036,TIGIT,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Negative Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903038),1/19,0.0056871157389833,0.0316801051986689,0,0,221.95555555555555,1147.4107993095174,TIGIT,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Negative Regulation Of Lymphocyte Activation (GO:0051250),1/23,0.0068809683244201,0.0316801051986689,0,0,181.5636363636364,904.0045996114618,TIGIT,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Interleukin-10 Production (GO:0032733),1/30,0.008967337727522,0.0316801051986689,0,0,137.68965517241378,649.0919521468393,TIGIT,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Regulation Of Interleukin-10 Production (GO:0032653),1/46,0.0137224751767354,0.0316801051986689,0,0,88.66222222222223,380.2474693163148,TIGIT,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Cellular Defense Response (GO:0006968),1/48,0.0143155285543427,0.0316801051986689,0,0,84.88085106382978,360.4389302463305,GNLY,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Negative Regulation Of T Cell Activation (GO:0050868),1/49,0.0146119438121658,0.0316801051986689,0,0,83.10833333333333,351.20883684468544,TIGIT,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Regulation Of Interleukin-12 Production (GO:0032655),1/50,0.0149082847993736,0.0316801051986689,0,0,81.40816326530613,342.3895623444841,TIGIT,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Regulation Of T Cell Activation (GO:0050863),1/62,0.0184585889770285,0.032885645308077,0,0,65.35409836065574,260.90829732586,TIGIT,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),1/65,0.0193444972400453,0.032885645308077,0,0,62.28125,245.72116030177747,GNLY,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Antimicrobial Humoral Response (GO:0019730),1/100,0.0296309633944118,0.0457933070640909,0,0,40.19191919191919,141.432767389918,GNLY,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Negative Regulation Of Cytokine Production (GO:0001818),1/178,0.0522319986857412,0.0739953314714668,0,0,22.392090395480228,66.102793706935,TIGIT,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Defense Response To Bacterium (GO:0042742),1/204,0.0596674758349561,0.0780266991687888,0,0,19.498522167487685,54.96571394536608,GNLY,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Programmed Cell Death (GO:0043068),1/245,0.0712938560370477,0.0865711109021294,0,0,16.188524590163933,42.753005111309605,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Apoptotic Process (GO:0043065),1/270,0.0783241370004025,0.0887673552671229,0,0,14.66542750929368,37.35136940985079,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),1/320,0.0922517096475279,0.0980174415004984,0,0,12.335423197492164,29.398205685734577,TIGIT,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),1/705,0.1937364286447065,0.1937364286447065,0,0,5.480113636363637,8.994272997247428,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
WikiPathway_2023_Human,Interactions Of Natural Killer Cells In Pancreatic Cancer WP5092,1/28,0.0083716050611861,0.0267011909686245,0,0,147.9037037037037,707.410051609059,TIGIT,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
WikiPathway_2023_Human,T Cell Modulation In Pancreatic Cancer WP5078,1/46,0.0137224751767354,0.0267011909686245,0,0,88.66222222222223,380.2474693163148,TIGIT,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
WikiPathway_2023_Human,Hair Follicle Development Cytodifferentiation Part 3 Of 3 WP2840,1/87,0.0258208233459765,0.0267011909686245,0,0,46.29767441860465,169.29087282457172,PHLDA1,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
WikiPathway_2023_Human,Allograft Rejection WP2328,1/90,0.0267011909686245,0.0267011909686245,0,0,44.73033707865169,162.0601184375955,GNLY,Plasmablasts_Up_Elderly,Plasmablasts,Up in Elderly
MSigDB_Hallmark_2020,Pperoxisome,1/104,0.0408575074552191,0.0772680713380291,0,0,27.58529819694868,88.20853410483198,CLN8,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
MSigDB_Hallmark_2020,KRAS Signaling Up,1/200,0.0772680713380291,0.0772680713380291,0,0,14.208901651112706,36.38152974515558,FCER1G,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
MSigDB_Hallmark_2020,Hypoxia,1/200,0.0772680713380291,0.0772680713380291,0,0,14.208901651112706,36.38152974515558,PLAC8,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
MSigDB_Hallmark_2020,Complement,1/200,0.0772680713380291,0.0772680713380291,0,0,14.208901651112706,36.38152974515558,FCER1G,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
MSigDB_Hallmark_2020,Allograft Rejection,1/200,0.0772680713380291,0.0772680713380291,0,0,14.208901651112706,36.38152974515558,HLA-DMB,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
KEGG_2021_Human,Asthma,2/31,6.472372230222047e-05,0.0022006065582754,0,0,229.45977011494253,2213.227313746579,FCER1G;HLA-DMB,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
KEGG_2021_Human,Tuberculosis,2/180,0.0021764883287988,0.0370003015895811,0,0,37.10486891385768,227.45442560133196,FCER1G;HLA-DMB,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
KEGG_2021_Human,Allograft rejection,1/38,0.0151017985006689,0.0711393361267494,0,0,77.04633204633204,323.0507581480842,HLA-DMB,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
KEGG_2021_Human,Graft-versus-host disease,1/42,0.0166797975569068,0.0711393361267494,0,0,69.51567944250871,284.56639751252425,HLA-DMB,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
KEGG_2021_Human,Type I diabetes mellitus,1/43,0.0170739515504476,0.0711393361267494,0,0,67.85714285714286,276.1922295799092,HLA-DMB,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
KEGG_2021_Human,Intestinal immune network for IgA production,1/48,0.0190426489375205,0.0711393361267494,0,0,60.62310030395137,240.13259456270143,HLA-DMB,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
KEGG_2021_Human,Ether lipid metabolism,1/49,0.0194359741846122,0.0711393361267494,0,0,59.35714285714285,233.9045135601692,PLD4,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
KEGG_2021_Human,Autoimmune thyroid disease,1/53,0.0210078957630911,0.0711393361267494,0,0,54.78021978021978,211.60815123277547,HLA-DMB,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
KEGG_2021_Human,Viral myocarditis,1/60,0.0237534541210961,0.0711393361267494,0,0,48.26392251815981,180.50838890404887,HLA-DMB,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
KEGG_2021_Human,Inflammatory bowel disease,1/65,0.0257104404905407,0.0711393361267494,0,0,44.48214285714285,162.84281408743726,HLA-DMB,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
KEGG_2021_Human,Fc epsilon RI signaling pathway,1/68,0.0268829840764004,0.0711393361267494,0,0,42.48400852878465,153.63329523076956,FCER1G,Plasmablasts_Down_Elderly,Plasmablasts,Down in Elderly
