"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype","FDR","Sig_nominal","Sig_FDR","Direction"
0,-1.19138317336969,0.124,0.297,0,"Hist2h4","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.62323001099056,0.105,0.277,0,"Col4a5","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-3.04651235337489,0.041,0.213,0,"Bco2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.659931502616813,0.56,0.732,0,"Snd1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.550277727030197,0.508,0.679,0,"Kmt2c","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.537436362590793,0.39,0.561,0,"Bmpr2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.705428366688973,0.237,0.408,0,"Cadm1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,4.20705929758204,0.186,0.015,0,"Hephl1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-2.27166229659828,0.068,0.239,0,"Asic2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.580243681084704,0.415,0.586,0,"Apbb2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.80448820951938,0.287,0.457,0,"Nxn","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.0218573060257,0.147,0.317,0,"Hmgn3","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.76686818020775,0.327,0.157,0,"Areg","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-2.92449087248804,0.044,0.214,0,"Tns1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.678096936525593,0.303,0.473,0,"Mpp7","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.07627388456487,0.314,0.484,0,"Gas6","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.6913737828119,0.548,0.718,0,"Foxp1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.72490820959056,0.085,0.254,0,"Ceacam4","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.71396596559092,0.323,0.492,0,"Marchf6","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.606819202389016,0.468,0.637,0,"Slc44a1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.503924063145121,0.531,0.7,0,"Ogt","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.617298200320876,0.394,0.562,0,"Rtn3","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.614928498040512,0.442,0.61,0,"Rreb1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.05799779342833,0.346,0.513,0,"Ppm1l","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.820538950269759,0.256,0.423,0,"Pip5k1b","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.06320497536825,0.2,0.367,0,"Stim2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.575685674252465,0.399,0.566,0,"Usp47","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.590342455825313,0.364,0.53,0,"Iqgap2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.487573377646813,0.507,0.673,0,"Dlg1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.939579459435805,0.481,0.647,0,"Stox2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.47973143896435,0.136,0.302,0,"Frmd5","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.698219440036945,0.262,0.428,0,"Chst1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.03965927154558,0.18,0.346,0,"Ets2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.516550916192854,0.596,0.761,0,"Rere","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.46845323679025,0.214,0.379,0,"Wdfy2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-4.0252946518856,0.017,0.182,0,"Pcdh17","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.842607042798351,0.452,0.617,0,"Plxdc2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.915605424763975,0.237,0.401,0,"Hdac8","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.12752072801929,0.116,0.28,0,"Ikzf2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.987676178480705,0.194,0.358,0,"Atosa","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.493547027575182,0.532,0.696,0,"Pnisr","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.34335543669867,0.849,0.685,0,"ENSRNOG00000068039","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.31463590533184,0.175,0.338,0,"Itprid2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.746942028668334,0.288,0.451,0,"Arhgap39","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.43481008086174,0.36,0.523,0,"Erbb4","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.78422486633611,0.458,0.296,0,"Fabp5","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-0.993514373283435,0.178,0.34,0,"Zfp654","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.665198956854711,0.355,0.517,0,"Nrip1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-3.39976916034972,0.028,0.19,0,"Rimbp2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-5.39709473535656,0.005,0.166,0,"Pinlyp","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.954517224359478,0.233,0.394,0,"Atp6v1c1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.570939876931023,0.371,0.531,0,"Lcorl","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.51986067710202,0.314,0.154,0,"Bcl2","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,2.10275796490337,0.213,0.053,0,"RT1-Bb","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-0.640567267876998,0.383,0.542,0,"Gbf1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.854555820069451,0.294,0.453,0,"AABR07053185.1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.68063396636907,0.301,0.46,0,"Epb41","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.817232071533273,0.241,0.4,0,"Mgat5","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.64920231470455,0.04,0.198,0,"Adcy5","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.88601094927834,0.227,0.069,0,"Cyba","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.40874868418792,0.275,0.433,0,"Fads1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.22132755545969,0.129,0.287,0,"Osbpl6","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.769237377887015,0.275,0.433,0,"Srebf2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.44692567070288,0.149,0.306,0,"Gli3","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.16531774697804,0.238,0.394,0,"Tgfb3","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.848562125192149,0.336,0.492,0,"LOC498368","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.598574190870426,0.323,0.479,0,"Aftph","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.5152062640367,0.284,0.128,0,"Prtfdc1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-0.675011953808664,0.382,0.537,0,"Btbd9","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.03072980758569,0.173,0.327,0,"Cacna1d","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.20524460253836,0.407,0.56,0,"Arhgap42","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,3.04441064618198,0.19,0.037,0,"Bicc1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,0.988832051014832,0.426,0.273,0,"Elmo1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-0.444597900508497,0.593,0.745,0,"Luc7l2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-3.64659855845518,0.019,0.171,0,"Cdh4","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,2.19185364598034,0.197,0.045,0,"RT1-Ba","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-0.778046323264557,0.264,0.416,0,"Klhdc10","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.54447525642636,0.333,0.182,0,"Csrp1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,2.8263565573054,0.197,0.046,0,"Lefty1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-0.787153847825136,0.232,0.383,0,"Sypl1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.43859567777706,0.44,0.29,0,"Cemip2","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-0.57832819391873,0.568,0.718,0,"Pik3r1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.23424738235411,0.061,0.211,0,"Rimklb","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.20977907958059,0.056,0.206,0,"Abhd5","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.57675448008605,0.463,0.613,0,"Zmynd11","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.91211306723492,0.081,0.23,0,"Lcn2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,5.98407178970155,0.156,0.007,0,"Ighm","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,0.784862154609071,0.588,0.439,0,"Ifitm3","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.43318025016659,0.115,0.263,0,"Zfp93","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.732655838151664,0.219,0.367,0,"Tdp2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.29680893134121,0.109,0.256,0,"Kcnab1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.77358777068587,0.088,0.235,0,"Spef2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.25797068755868,0.199,0.346,0,"Steap4","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.19409610569824,0.124,0.27,0,"Atl2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.61157882746035,0.115,0.26,0,"Tnfrsf19","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.6546918778011,0.343,0.198,0,"Acsl1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.75997837985288,0.068,0.213,0,"LOC102551819","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,2.09243683488586,0.238,0.094,0,"Chn2","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-0.748950315399833,0.577,0.72,0,"Psme4","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.90475576222645,0.184,0.326,0,"Osbpl2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.798534034702779,0.196,0.338,0,"Actn1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.21789245747453,0.169,0.311,0,"Mtmr10","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.260830314483,0.107,0.248,0,"Xrcc1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.868238573189296,0.325,0.466,0,"Rbms1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.59143750608794,0.125,0.266,0,"Slc5a3","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,2.20142679329151,0.175,0.034,0,"Spp1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,1.1333306240784,0.5,0.36,0,"Ccnd1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,1.64629003004233,0.202,0.062,0,"Dock10","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-2.86571945236338,0.047,0.187,0,"Robo2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.12514114991263,0.378,0.517,0,"Rb1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,4.44183491431541,0.147,0.008,0,"Ccl5","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,1.53337259471304,0.289,0.15,0,"Itga8","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.03486570111844,0.268,0.407,0,"Sesn3","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.30301524790981,0.793,0.655,0,"Tmsb10","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.82811335749237,0.074,0.212,0,"Phldb2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,0.988456208804416,0.513,0.375,0,"Psap","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,1.09848121465407,0.301,0.163,0,"St6gal1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.03864200965567,0.141,0.278,0,"Tbc1d8b","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-6.72225930798661,0.002,0.139,0,"Skint4","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.31713675651796,0.028,0.164,0,"Lpo","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.02228288855504,0.148,0.284,0,"Vav2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,2.7243097538041,0.159,0.024,0,"St6galnac3","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-0.927688158947658,0.16,0.295,0,"Spire1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.95291411861252,0.298,0.163,0,"Mt2A","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,2.93342142361587,0.169,0.035,0,"Kirrel3","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.41298560256591,0.101,0.235,0,"Trabd2b","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.33127230759032,0.092,0.225,0,"Prkn","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.424173003308,0.118,0.251,0,"Aacs","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,6.14452791794248,0.138,0.006,0,"Pappa","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.12925228641834,0.181,0.313,0,"Nin","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-3.06743417167845,0.022,0.152,0,"Lrrc7","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.85391058157933,0.233,0.103,0,"Eepd1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.35330400574797,0.091,0.221,0,"Exph5","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-6.90812183679417,0.002,0.131,0,"LOC681458","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,2.06966664294667,0.154,0.025,0,"Klhl29","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.23918351684473,0.146,0.274,0,"Atp2c2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.72744214910293,0.213,0.085,0,"Vtcn1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,4.05330893075931,0.138,0.01,0,"Hsd11b2","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-2.11494189533551,0.055,0.182,0,"Scd","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.2402847056638,0.123,0.25,0,"Ldlr","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.35992432421732,0.197,0.07,0,"Ptprc","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,1.51483185124167,0.229,0.103,0,"Ankrd44","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,7.21261607569401,0.127,0.001,0,"Igfals","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.56883259949164,0.092,0.218,0,"Tmem150c","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-3.79868511918034,0.011,0.136,0,"Ncam2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,2.38618784045033,0.172,0.047,0,"Ggt1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.66544888906404,0.168,0.292,0,"Fads2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.61027099988396,0.063,0.186,0,"Acsf2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.04594310809411,0.115,0.238,0,"Sec14l2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.62311285608746,0.502,0.38,0,"Wap","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.17659507520363,0.123,0.245,0,"P4ha1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.03247804063038,0.439,0.56,0,"Nbea","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,1.663259063036,0.19,0.07,0,"Mgp","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-2.1395992907506,0.037,0.157,0,"Ptprd","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.2473125344002,0.044,0.163,0,"Vipr1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,4.69220033507271,0.123,0.004,0,"Sema5b","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.16625796517844,0.084,0.202,0,"Gjb2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,6.52145536318951,0.123,0.005,0,"Hpse2","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,1.92138805593108,0.179,0.062,0,"Slc16a1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.21291604778733,0.066,0.183,0,"B4galt6","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.37820110058707,0.079,0.195,0,"Bend5","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.89279661030757,0.056,0.172,0,"Emp2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.56873884812685,0.06,0.175,0,"Bnip3","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-3.59495884269059,0.008,0.123,0,"AABR07006242.1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,2.13491347568212,0.145,0.03,0,"Lamb1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.27086125299439,0.086,0.2,0,"Dgat1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.21303717226487,0.096,0.21,0,"Arrdc3","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-0.377951517493338,0.762,0.876,0,"Nedd4","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.43211121004359,0.04,0.154,0,"Slc12a8","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-3.85448939071784,0.015,0.128,0,"Cntn3","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.47411468955219,0.034,0.147,0,"Pclo","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-3.33273207055696,0.014,0.126,0,"Dpysl5","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.80388441193491,0.017,0.129,0,"Epha5","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.13926075203855,0.074,0.185,0,"Cfi","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.3098920799177,0.07,0.181,0,"Nectin1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.28633608244202,0.075,0.185,0,"Ace","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-4.37953698395681,0.009,0.117,0,"Thsd7a","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.58698405125614,0.08,0.188,0,"Spdef","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.44857885467164,0.064,0.171,0,"Ddit4","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,2.94845667576088,0.132,0.026,0,"Tnfaip3","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-3.28816991300016,0.015,0.121,0,"Hspa4l","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.04068916859965,0.046,0.152,0,"Gpr39","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,3.50896690165846,0.115,0.011,0,"Tnc","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,2.6859570747501,0.126,0.022,0,"Rbp1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,1.75252118437165,0.163,0.059,0,"Notch4","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-5.06673336023987,0.005,0.109,0,"Ndst3","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.9375932341315,0.025,0.128,0,"Acsm3","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.17459831085913,0.029,0.132,0,"Xkr6","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.05501437942437,0.04,0.143,0,"Cubn","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.47980531131216,0.022,0.124,0,"Hepacam2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.3503201910494,0.065,0.167,0,"Fat2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,2.7815842354752,0.149,0.048,0,"Gsta4","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,0.737267121867609,0.627,0.526,0,"RT1-CE16","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,0.999238444628368,0.849,0.748,0,"ENSRNOG00000070284","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-3.42972586299525,0.014,0.114,0,"Krt20","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.48112052007922,0.027,0.127,0,"Greb1l","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,3.8647046508936,0.108,0.01,0,"Gzmb","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.88220902130159,0.044,0.142,0,"Tox3","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,2.03792031315403,0.14,0.043,0,"Adamts3","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,2.17546693635711,0.124,0.028,0,"Ston2","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.88545355945195,0.03,0.126,0,"Hmox1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,0.76958496727475,0.787,0.692,0,"Igfbp5","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-3.65614743348872,0.011,0.106,0,"Pcdh10","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.47187689499035,0.052,0.147,0,"Sdk2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,2.34744286073043,0.134,0.04,0,"Gcnt1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.80963864771475,0.031,0.124,0,"Lratd1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-3.54475023877341,0.021,0.113,0,"Hcn1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-2.70441841472863,0.018,0.108,0,"Cyp24a1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,3.17179303317203,0.101,0.012,0,"Synpo2","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-2.65184372983375,0.013,0.101,0,"Rab27b","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,-1.71015540605701,0.041,0.129,0,"Stac2","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,0.966529362868166,0.798,0.711,0,"Tpt1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,2.75946260809879,0.119,0.032,0,"Antxr1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,3.11858810864364,0.111,0.024,0,"Sncg","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,3.01879097274785,0.106,0.021,0,"Lsp1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.99501043713828,0.034,0.118,0,"Abcc8","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,2.04245779823774,0.105,0.022,0,"Col1a1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,2.71429625316435,0.101,0.02,0,"Spns3","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,-1.89952873845485,0.026,0.105,0,"Enpp1","Luminal",0,TRUE,TRUE,"Down_in_Aged"
0,0.852199886502166,0.952,0.881,0,"B2m","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,0.796618504052406,0.934,0.89,0,"Actb","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,0.774096407435861,0.979,0.947,0,"AABR07015057.1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,0.767427456911838,0.995,0.984,0,"AABR07000398.1","Luminal",0,TRUE,TRUE,"Up_in_Aged"
0,0.615543604445884,0.991,0.983,0,"ENSRNOG00000062930","Luminal",0,TRUE,TRUE,"Up_in_Aged"
