"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","102-FF-Tumor","107-L4t2-Tumor","116-R4-Tumor","157-R2-Tumor","158-L2-Tumor","167-L2-Tumor","external_gene_name"
"ENSRNOG00000015071",87.1480836401999,4.2592285626532,0.688497714588885,6.18626390822003,6.16068375075769e-10,6.63423497506592e-07,74.3473031854049,330.375645063959,92.1230536519737,10.4928876559477,5.80728956902406,9.74232271489058,"Zim1"
"ENSRNOG00000008168",44.4062950883158,3.50472150235632,0.567698433611292,6.17356204430896,6.67683308319674e-10,6.74068029955481e-07,81.6362544780917,49.2485433635715,113.799066275968,6.45716163442933,6.63690236459893,8.65984241323607,"Wnt5b"
"ENSRNOG00000005906",257.688659159174,5.26858510133368,0.864033959529376,6.09765975425709,1.07632534101629e-09,9.38441136711407e-07,1121.04070881522,341.661769584777,44.255192440654,10.4928876559477,12.444191933623,16.2372045248176,"Cd36-ps1"
"ENSRNOG00000014034",183.203995211856,-3.17842148341995,0.521598095951525,-6.09362171390161,1.10384334783116e-09,9.38441136711407e-07,24.782434395135,35.9103962026042,47.8678612113197,405.994037764744,145.182239225602,439.487002471731,"Olfml2a"
"ENSRNOG00000018969",184.50871487383,2.1950761449728,0.359408848661891,6.10746272148071,1.01227445384783e-09,9.38441136711407e-07,288.642471190396,393.988346908572,225.791798166602,68.6073423658116,56.4136700990909,73.6086605125066,"Gpatch4"
"ENSRNOG00000016794",180.68110672962,1.67394926919544,0.275609027337403,6.07363730196754,1.2504498603854e-09,9.61834123562157e-07,263.860036795261,292.413226221205,269.14382341459,88.7859724734033,85.4501179442112,84.4334635290517,"Phyhd1"
"ENSRNOG00000017766",829.860921798384,-4.44629338287351,0.731390184586451,-6.07923578491495,1.20756681551223e-09,9.61834123562157e-07,67.0583518927182,40.0144414829018,111.089564697968,1556.98309910177,2940.9773603129,263.042713302046,"Car12"
"ENSRNOG00000001480",181.401238892323,2.6162903512508,0.433969022628033,6.02874909229017,1.65233578341714e-09,1.21318999588805e-06,231.788651107439,485.303354395194,218.566460625271,54.0787286883456,45.6287037566176,53.041534781071,"Ncf1"
"ENSRNOG00000027992",78.5053892673019,-4.98605486443798,0.848262272757942,-5.87796372014389,4.15343915451561e-09,2.91697837664742e-06,2.9155805170747,2.05202264014881,9.03167192666409,283.307966710587,37.332575800869,136.392518008468,"Dscam"
"ENSRNOG00000033528",95.7360669047396,-3.1645394734748,0.542916611374622,-5.8287762930341,5.58352927105414e-09,3.75794784647239e-06,32.0713856878217,11.2861245208185,15.353842275329,192.907703828576,98.723922673409,224.073422442483,"Tll1"
